video_id;video_title;channel;author;comment;published_at;like_count;clean
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@yan8832;Gara gara dr Gia aku jd mulai buka buka media dr Tirta,krn dr Gia  positif thinking ,dr Tirta ikutan jd lbh ke humor..jd mulai liat liat..;2026-05-27T03:12:53Z;0;gara gara dari gia saya jadi mulai buka buka media dari tirta karena dari gia positif thinking dari tirta ikutan jadi lebih ke humor jadi mulai liat liat
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@raiaputri;41:52 same expression👊🏻🤣;2026-05-27T01:39:44Z;0;same expression
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@rifqicharisma9906;57:50 😭;2026-05-27T00:59:02Z;0;
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@PrasaKata-is3bo;Halo dok vs Halo Cok;2026-05-27T00:08:02Z;0;halo dok vs halo cok
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@NovaZahra-p4s9j;Sumpah ini PODCAST TERNGAKAK, tercengang sama dr GIA TIBA2 buka baju yang semangat banget manasin dr TIRTA😂😂 plisss kalian seru bangett!!! Semua orang harus NONTON😅😅😅;2026-05-26T17:06:26Z;0;sumpah ini podcast terngakak tercengang sama dari gia tiba2 buka baju yang semangat sekali manasin dari tirta pliss kalian seru sangat semua orang harus nonton
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Achmd.666;Suara hati yg bocor😂 55:08;2026-05-26T14:57:04Z;0;suara hati yang bocor
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@DurahmanJalaludin-y1j6g;"Pantesan ke jogja orng solo aja ke jogja jadi nya 

Saya akan lawan😂😂";2026-05-26T13:29:16Z;0;pantas ke jogja orang solo saja ke jogja jadi nya saya akan lawan
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@SlazaaA-iw7yt;Jujur ini deserves banget bersejarah dan top 2 popular vid nya radit karna semua full menghibur tanpa iklan secara eksplisit jd ga pernah bosen tonton ulang;2026-05-26T13:28:38Z;0;jujur ini deserves sekali bersejarah dan top popular vid nya radit karena semua full menghibur tanpa iklan secara eksplisit jadi tidak pernah bosan tonton ulang
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Endangkr;Sy teman kuliah mas Sutarjo ayahnya dokter Tirta , lembut santun ibunya juga;2026-05-26T12:16:32Z;2;saya teman kuliah mas sutarjo ayahnya dokter tirta lembut santun ibunya juga
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@rizkiyt2865;"dr gia : swasta
dr tirta : bpjs 
😂";2026-05-26T11:39:26Z;4;dari gia swasta dari tirta bpjs
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@IamYourBanana;"""Eek Bulat kayak Bakso!!"" Cok Sakit perut🤣🤣🤣";2026-05-26T11:33:41Z;0;eek bulat mirip bakso cok sakit perut
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@WidiaFitri-ip6fn;😭;2026-05-26T09:12:37Z;0;
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@fadira-official.;Kasih tau vs kasih paham;2026-05-26T08:34:46Z;0;kasih tahu vs kasih paham
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Grandchiter45;SURAJ PATEL YT;2026-05-26T08:08:35Z;0;suraj patel yt
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@01ayakirana01;bener bgt lagi suasana gramed bikin kebelet poop 😭😭;2026-05-26T06:01:21Z;0;benar sangat lagi suasana gramed bikin kebelet poop
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@faizkerehore1431;MU vs Liverpool;2026-05-26T03:04:57Z;0;mu vs liverpool
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@JamesssBryanttt;13:44   🤣🤣🤣🤣🤣🤣🤣🤣;2026-05-26T00:49:09Z;0;
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@blubblubblubbubub;Sedikit lagiiiiiiiiiiii jadi top two Raditya Dika's video!!!;2026-05-26T00:40:12Z;2;sedikit lagii jadi top two raditya dika s video
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@estimanafe1506;Ini gak cuman dokter yang kayak gini, tenaga kesehatan pada umumnya dah 😂;2026-05-25T17:56:36Z;0;ini tidak hanya dokter yang mirip gini tenaga kesehatan pada umumnya sudah
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@growwithsand;54:04 scene animasi oryza;2026-05-25T16:08:20Z;0;scene animasi oryza
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@wiwi_24-c4w;apaan tiba tiba sigma boy😭😭;2026-05-25T15:22:23Z;0;apaan tiba tiba sigma boy
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@DariyahDariyah-u3p;Pdhl klo menurut fengshui cina, bentuk kuping kaya dr Gia itu emosional, gampang ngamuk.;2026-05-25T13:39:47Z;0;padahal kalau menurut fengshui cina bentuk kuping kaya dari gia itu emosional gampang ngamuk
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@sriyudaningsih-v7q;"dr GIA bikin adem, pasien pasti seneng jd nurut bs sembuh.
dr TIRTA bikin emosi, pasien jd marah, jd darah tinggi penyakit g jd sembuh mlh  semakin parah.😅😅😅";2026-05-25T06:53:28Z;0;dari gia bikin adem pasien pasti senang jadi nurut bisa sembuh dari tirta bikin emosi pasien jadi marah jadi darah tinggi penyakit tidak jadi sembuh mlh semakin parah
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@HaikalRasyid-d8j;14 tahun kuliah 😂;2026-05-25T06:14:39Z;0;tahun kuliah
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@nellysihotang1310;ha ha ha ha ha ha ha ha ha;2026-05-25T05:56:58Z;0;ha ha ha ha ha ha ha ha ha
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Saswanto123;Saya  bangga  dengan  doktor  tirta  apa yamg di bicarakan  fakta   dalam kehipan;2026-05-25T05:37:13Z;0;saya bangga dengan doktor tirta apa yamg di bicarakan fakta dalam kehipan
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@dewasetya2415;bahaGIA vs TIRTAntrum 😂;2026-05-25T02:52:15Z;2;bahagia vs tirtantrum
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@kumbangultramen;🤣;2026-05-24T20:49:15Z;0;
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@cheesezykook;tau gaa aku nonton ini udh rewatch 4x ini 😂;2026-05-24T14:43:25Z;2;tahu gaa saya nonton ini sudah rewatch 4x ini
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@MM-Yud1;Bener yin n yang;2026-05-24T14:39:15Z;0;benar yin n yang
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Sylvia_kewl;Di solo soto seger namanya;2026-05-24T14:21:09Z;0;di solo soto seger namanya
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@sitiroqayah_siro;aku pernah di marahin dokter chines gitu, padahal aku cuman tanya kondisi hasil USG aja. sampe nangis;2026-05-24T13:53:54Z;0;saya pernah di marahin dokter chines begitu padahal saya hanya tanya kondisi hasil usg saja sampai nangis
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@SarahLyora;menit akhir plot twist banget😭;2026-05-24T03:58:32Z;1;menit akhir plot twist sekali
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@lineezyss;GA KUAT LUCU BGT😭😭;2026-05-24T01:05:01Z;0;tidak kuat lucu sangat
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@ViyanaYauaja-j3w;Halus vs kasar😭😭;2026-05-23T23:54:03Z;0;halus vs kasar
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@ayup_kusuna9044;hoodienya ilang 35:56😂😂😂;2026-05-23T14:58:28Z;0;hoodienya ilang
